IterationNo,Year,Category,IsGranted,MovieTitle,ReleaseDate,FName,MName,LName
60,1988,Best Writing (Screenplay Based on Material from Another Medium),1,The Last Emperor,1987-10-04,Mark,,Peploe
60,1988,Best Writing (Screenplay Based on Material from Another Medium),0,The Dead,1987-12-18,Tony,,Huston
60,1988,Best Writing (Screenplay Based on Material from Another Medium),0,Fatal Attraction,1987-09-18,James,,Dearden
60,1988,Best Writing (Screenplay Based on Material from Another Medium),0,Full Metal Jacket,1987-06-17,Stanley,,Kubrick
60,1988,Best Writing (Screenplay Based on Material from Another Medium),0,My Life as a Dog,1985-12-12,Lasse,,Hallstr?m
60,1988,Best Foreign Language Film,1,Babette's Feast,1987-08-28,Gabriel,,Axel
60,1988,Best Foreign Language Film,0,Au revoir les enfants,1987-08-29,Louis,,Malle
60,1988,Best Foreign Language Film,0,Course Completed,1987-04-23,Jos?,Luis,Garci
60,1988,Best Foreign Language Film,0,La famigliaThe Family,1987-01-22,Ettore,,Scola
60,1988,Best Foreign Language Film,0,Pathfinder,1987-09-03,Nils,,Gaup
60,1988,Best Documentary (Feature),1,The Ten-Year Lunch,1987-03-01,Robert,,Stone
60,1988,Best Documentary (Feature),0,Hellfire: A Journey from Hiroshima,1986-01-01,\N,,\N
60,1988,Best Documentary (Feature),0,Radio Bikini,1988-06-10,Robert,,Stone
60,1988,Best Documentary (Feature),0,A Stitch for Time,1987-01-01,Cyril,,Christo
60,1988,Best Documentary (Short Subject),1,Young at Heart,1987-01-01,Sue,,Marx
60,1988,Best Documentary (Short Subject),0,Frances Steloff: Memoirs of a Bookseller,1987-01-01,\N,,\N
60,1988,Best Documentary (Short Subject),0,In the Wee Wee Hours...,1987-01-01,Frank,,Daniel
60,1988,Best Documentary (Short Subject),0,Language Says It All,1987-01-01,\N,,\N
60,1988,Best Documentary (Short Subject),0,Silver into Gold,1987-01-01,\N,,\N
60,1988,Best Short Film (Live Action),1,Ray's Male Heterosexual Dance Hall,1987-01-01,Jonathan,,Sanger
60,1988,Best Short Film (Animated),1,The Man Who Planted Trees,1987-05-01,Fr?d?ric,,Back
60,1988,Best Short Film (Animated),0,George and Rosemary,1987-01-01,\N,,\N
60,1988,Best Short Film (Animated),0,Your Face,1987-01-01,Bill,,Plympton
60,1988,Best Music (Original Score),1,The Last Emperor,1987-10-04,David,,Byrne
60,1988,Best Music (Original Score),0,Cry Freedom,1987-11-06,George,,Fenton
60,1988,Best Music (Original Score),0,Empire of the Sun,1987-12-11,John,,Williams
60,1988,Best Music (Original Score),0,The Untouchables,1987-06-02,Ennio,,Morricone
60,1988,Best Music (Original Score),0,The Witches of Eastwick,1987-06-12,John,,Williams
60,1988,Best Music (Original Song),1,Dirty Dancing,1987-05-12,Franke,,Previte
60,1988,Best Music (Original Song),0,Cry Freedom,1987-11-06,George,,Fenton
60,1988,Best Music (Original Song),0,Mannequin,1987-02-13,Albert,,Hammond
60,1988,Best Music (Original Song),0,Beverly Hills Cop II,1987-05-19,Harold,,Faltermeyer
60,1988,Best Music (Original Song),0,The Princess Bride,1987-09-25,Willy,,DeVille
60,1988,Best Sound,1,The Last Emperor,1987-10-04,Bill,,Rowe
60,1988,Best Sound,0,Empire of the Sun,1987-12-11,Robert,,Knudson
60,1988,Best Sound,0,Lethal Weapon,1987-03-06,Les,,Fresholtz
60,1988,Best Sound,0,RoboCop,1987-07-17,Michael,J.,Kohut
60,1988,Best Sound,0,The Witches of Eastwick,1987-06-12,Wayne,,Artman
60,1988,Best Art Direction,1,The Last Emperor,1987-10-04,Ferdinando,,Scarfiotti
60,1988,Best Art Direction,0,Empire of the Sun,1987-12-11,Norman,,Reynolds
60,1988,Best Art Direction,0,Hope and Glory,1987-10-16,Anthony,D.,G.
60,1988,Best Art Direction,0,Radio Days,1987-01-30,Santo,,Loquasto
60,1988,Best Art Direction,0,The Untouchables,1987-06-02,Patrizia,von,Brandenstein
60,1988,Best Cinematography,1,The Last Emperor,1987-10-04,Vittorio,,Storaro
60,1988,Best Cinematography,0,Broadcast News,1987-12-16,Michael,,Ballhaus
60,1988,Best Cinematography,0,Empire of the Sun,1987-12-11,Allen,,Daviau
60,1988,Best Cinematography,0,Hope and Glory,1987-10-16,Philippe,,Rousselot
60,1988,Best Cinematography,0,Matewan,1987-08-28,Haskell,,Wexler
60,1988,Best Makeup,1,Harry and the Hendersons,1987-06-05,Rick,,Baker
60,1988,Best Makeup,0,Happy New Year,1987-08-07,Bob,,Laden
60,1988,Best Costume Design,1,The Last Emperor,1987-10-04,James,,Acheson
60,1988,Best Costume Design,0,The Dead,1987-12-18,Dorothy,,Jeakins
60,1988,Best Costume Design,0,Empire of the Sun,1987-12-11,Bob,,Ringwood
60,1988,Best Costume Design,0,Maurice,1987-09-05,Jenny,,Beavan
60,1988,Best Costume Design,0,The Untouchables,1987-06-02,Marilyn,,Vance
60,1988,Best Film Editing,1,The Last Emperor,1987-10-04,Richard,,Marks
60,1988,Best Film Editing,0,Broadcast News,1987-12-16,Richard,,Marks
60,1988,Best Film Editing,0,Empire of the Sun,1987-12-11,Michael,,Kahn
60,1988,Best Film Editing,0,Fatal Attraction,1987-09-18,Michael,,Kahn
60,1988,Best Film Editing,0,RoboCop,1987-07-17,\N,,\N
60,1988,Best Visual Effects,1,Innerspace,1987-07-01,Dennis,,Muren
60,1988,Best Visual Effects,0,Predator,1987-06-12,Joel,,Hynek
61,1989,Best Picture,1,Rain Man,1988-12-16,Mark,,Johnson
61,1989,Best Picture,0,The Accidental Tourist,1988-12-23,Lawrence,,Kasdan
61,1989,Best Picture,0,Dangerous Liaisons,1988-12-21,Hank,,Moonjean
61,1989,Best Picture,0,Mississippi Burning,1988-12-02,Frederick,,Zollo
61,1989,Best Picture,0,Working Girl,1988-12-21,\N,,\N
61,1989,Best Directing,1,Rain Man,1988-12-16,Barry,,Levinson
61,1989,Best Directing,0,A Fish Called Wanda,1988-07-07,Charles,,Crichton
61,1989,Best Directing,0,The Last Temptation of Christ,1988-08-12,Martin,,Scorsese
61,1989,Best Directing,0,Mississippi Burning,1988-12-02,Alan,,Parker
61,1989,Best Directing,0,Working Girl,1988-12-21,Mike,,Nichols
61,1989,Best Actor in a Leading Role,1,Rain Man,1988-12-16,Dustin,,Hoffman
61,1989,Best Actor in a Leading Role,0,Mississippi Burning,1988-12-02,Gene,,Hackman
61,1989,Best Actor in a Leading Role,0,Big,1988-06-03,Tom,,Hanks
61,1989,Best Actor in a Leading Role,0,Stand and Deliver,1988-02-13,Edward,James,Olmos
61,1989,Best Actor in a Leading Role,0,Pelle the Conqueror,1987-12-25,Max,von,Sydow
61,1989,Best Actress in a Leading Role,1,The Accused,1988-10-14,Jodie,,Foster
61,1989,Best Actress in a Leading Role,0,Dangerous Liaisons,1988-12-21,Glenn,,Close
61,1989,Best Actress in a Leading Role,0,Working Girl,1988-12-21,Melanie,,Griffith
61,1989,Best Actress in a Leading Role,0,Evil Angels,1988-11-03,Meryl,,Streep
61,1989,Best Actress in a Leading Role,0,Gorillas in the Mist,1988-09-23,Sigourney,,Weaver
61,1989,Best Actor in a Supporting Role,1,A Fish Called Wanda,1988-07-07,Kevin,,Kline
61,1989,Best Actor in a Supporting Role,0,Little Dorrit,1987-12-11,Alec,,Guinness
61,1989,Best Actor in a Supporting Role,0,Tucker: The Man and His Dream,1988-08-12,Martin,,Landau
61,1989,Best Actor in a Supporting Role,0,Running on Empty,1988-09-09,River,,Phoenix
61,1989,Best Actor in a Supporting Role,0,Married to the Mob,1988-08-19,Dean,,Stockwell
61,1989,Best Actress in a Supporting Role,1,The Accidental Tourist,1988-12-23,Geena,,Davis
61,1989,Best Actress in a Supporting Role,0,Working Girl,1988-12-21,Joan,,Cusack
61,1989,Best Actress in a Supporting Role,0,Mississippi Burning,1988-12-02,Frances,,McDormand
61,1989,Best Actress in a Supporting Role,0,Dangerous Liaisons,1988-12-21,Michelle,,Pfeiffer
61,1989,Best Writing (Screenplay Written Directly for the Screen),1,Rain Man,1988-12-16,Ronald,,Bass
61,1989,Best Writing (Screenplay Written Directly for the Screen),0,Big,1988-06-03,Gary,,Ross
61,1989,Best Writing (Screenplay Written Directly for the Screen),0,Bull Durham,1988-06-15,Ron,,Shelton
61,1989,Best Writing (Screenplay Written Directly for the Screen),0,A Fish Called Wanda,1988-07-07,John,,Cleese
61,1989,Best Writing (Screenplay Written Directly for the Screen),0,Running on Empty,1988-09-09,Naomi,Foner,Gyllenhaal
61,1989,Best Writing (Screenplay Based on Material from Another Medium),1,Dangerous Liaisons,1988-12-21,Christopher,,Hampton
61,1989,Best Writing (Screenplay Based on Material from Another Medium),0,The Accidental Tourist,1988-12-23,Frank,,Galati
61,1989,Best Writing (Screenplay Based on Material from Another Medium),0,Gorillas in the Mist,1988-09-23,Harold,,Hayes
61,1989,Best Writing (Screenplay Based on Material from Another Medium),0,Little Dorrit,1987-12-11,\N,,\N
61,1989,Best Writing (Screenplay Based on Material from Another Medium),0,The Unbearable Lightness of Being,1988-02-05,Jean-Claude,,Carri?re
61,1989,Best Foreign Language Film,1,Pelle the Conqueror,1987-12-25,Bille,,August
61,1989,Best Foreign Language Film,0,Hanussen,1988-10-06,Istv?n,,Szab?
61,1989,Best Foreign Language Film,0,The Music Teacher,1988-05-01,G?rard,,Corbiau
61,1989,Best Foreign Language Film,0,Salaam Bombay!,1988-05-11,Mira,,Nair
61,1989,Best Foreign Language Film,0,Women on the Verge of a Nervous Breakdown,1988-03-25,Pedro,,Almod?var
61,1989,Best Documentary (Feature),1,Hotel Terminus: The Life and Times of Klaus Barbie,1988-05-10,Marcel,,Ophuls
61,1989,Best Documentary (Feature),0,The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,1988-01-01,\N,,\N
61,1989,Best Documentary (Feature),0,Let's Get Lost,1988-09-15,Bruce,,Weber
61,1989,Best Documentary (Feature),0,Promises to Keep,1988-01-01,\N,,\N
61,1989,Best Documentary (Feature),0,Who Killed Vincent Chin?,1987-01-01,Renee,,Tajima-Pe?a
61,1989,Best Documentary (Short Subject),1,You Don't Have to Die,1988-01-01,Bill,,Guttentag
61,1989,Best Documentary (Short Subject),0,The Children's Storefront,1988-01-01,Karen,,Goodman
61,1989,Best Documentary (Short Subject),0,Family Gathering,1988-03-05,\N,,\N
61,1989,Best Documentary (Short Subject),0,Gang Cops,1988-01-01,\N,,\N
61,1989,Best Documentary (Short Subject),0,Portrait of Imogen,1988-01-01,\N,,\N
61,1989,Best Short Film (Live Action),1,The Appointments of Dennis Jennings,1988-09-07,Dean,,Parisot
61,1989,Best Short Film (Animated),1,Tin Toy,1988-08-02,John,,Lasseter
61,1989,Best Short Film (Animated),0,The Cat Came Back,1988-06-22,Cordell,,Barker
61,1989,Best Short Film (Animated),0,Technological Threat,1988-04-16,\N,,\N
61,1989,Best Music (Original Score),1,The Milagro Beanfield War,1988-03-18,Dave,,Grusin
61,1989,Best Music (Original Score),0,The Accidental Tourist,1988-12-23,John,,Williams
61,1989,Best Music (Original Score),0,Dangerous Liaisons,1988-12-21,George,,Fenton
61,1989,Best Music (Original Score),0,Gorillas in the Mist,1988-09-23,Maurice,,Jarre
61,1989,Best Music (Original Score),0,Rain Man,1988-12-16,Hans,,Zimmer
61,1989,Best Music (Original Song),1,Working Girl,1988-12-21,Carly,,Simon
61,1989,Best Music (Original Song),0,Bagdad Cafe,1987-11-12,Bob,,Telson
61,1989,Best Music (Original Song),0,Buster,1988-09-15,Lamont,,Dozier
61,1989,Best Sound,1,Bird,1988-05-21,Les,,Fresholtz
61,1989,Best Sound,0,Die Hard,1988-07-12,Don,,Bassman
61,1989,Best Sound,0,Gorillas in the Mist,1988-09-23,Brian,,Saunders
61,1989,Best Sound,0,Mississippi Burning,1988-12-02,Robert,J.,Litt
61,1989,Best Sound,0,Who Framed Roger Rabbit,1988-06-21,Robert,,Knudson
61,1989,Best Sound Effects Editing,1,Who Framed Roger Rabbit,1988-06-21,Charles,L.,Campbell
61,1989,Best Sound Effects Editing,0,Die Hard,1988-07-12,Stephen,Hunter,Flick
61,1989,Best Sound Effects Editing,0,Willow,1988-05-20,Ben,,Burtt
61,1989,Best Art Direction,1,Dangerous Liaisons,1988-12-21,Stuart,,Craig
61,1989,Best Art Direction,0,Beaches,1988-12-21,Albert,,Brenner
61,1989,Best Art Direction,0,Rain Man,1988-12-16,Ida,,Random
61,1989,Best Art Direction,0,Tucker: The Man and His Dream,1988-08-12,Dean,,Tavoularis
61,1989,Best Art Direction,0,Who Framed Roger Rabbit,1988-06-21,Elliot,,Scott
61,1989,Best Makeup,1,Beetlejuice,1988-03-30,Ve,,Neill
61,1989,Best Makeup,0,Coming to America,1988-06-29,Rick,,Baker
61,1989,Best Makeup,0,Scrooged,1988-11-23,Thomas,R.,Burman
61,1989,Best Costume Design,1,Dangerous Liaisons,1988-12-21,James,,Acheson
61,1989,Best Costume Design,0,Coming to America,1988-06-29,Deborah,Nadoolman,Landis
61,1989,Best Costume Design,0,A Handful of Dust,1988-06-14,Jane,,Robinson
61,1989,Best Costume Design,0,Sunset,1988-04-29,Patricia,,Norris
61,1989,Best Costume Design,0,Tucker: The Man and His Dream,1988-08-12,Milena,,Canonero
61,1989,Best Cinematography,1,Mississippi Burning,1988-12-02,Peter,,Biziou
61,1989,Best Cinematography,0,Rain Man,1988-12-16,John,,Seale
61,1989,Best Cinematography,0,Tequila Sunrise,1988-12-02,Conrad,,Hall
61,1989,Best Cinematography,0,The Unbearable Lightness of Being,1988-02-05,Sven,,Nykvist
61,1989,Best Cinematography,0,Who Framed Roger Rabbit,1988-06-21,Dean,,Cundey
61,1989,Best Film Editing,1,Who Framed Roger Rabbit,1988-06-21,Arthur,,Schmidt
61,1989,Best Film Editing,0,Die Hard,1988-07-12,John,F.,Link
61,1989,Best Film Editing,0,Gorillas in the Mist,1988-09-23,Stuart,,Baird
61,1989,Best Film Editing,0,Mississippi Burning,1988-12-02,Gerry,,Hambling
61,1989,Best Film Editing,0,Rain Man,1988-12-16,Stu,,Linder
61,1989,Best Visual Effects,1,Who Framed Roger Rabbit,1988-06-21,Richard,,Williams
61,1989,Best Visual Effects,0,Die Hard,1988-07-12,Richard,,Edlund
61,1989,Best Visual Effects,0,Willow,1988-05-20,Dennis,,Muren
62,1990,Best Picture,1,Driving Miss Daisy,1989-12-15,Richard,D.,Zanuck
62,1990,Best Picture,0,Born on the Fourth of July,1989-12-20,A.,Kitman,Ho
62,1990,Best Picture,0,Dead Poets Society,1989-06-02,Steven,,Haft
62,1990,Best Picture,0,Field of Dreams,1989-05-05,Lawrence,,Gordon
62,1990,Best Picture,0,My Left Foot,1989-02-24,\N,,\N
62,1990,Best Directing,1,Born on the Fourth of July,1989-12-20,Oliver,,Stone
62,1990,Best Directing,0,Crimes and Misdemeanors,1989-10-13,Woody,,Allen
62,1990,Best Directing,0,Dead Poets Society,1989-06-02,Peter,,Weir
62,1990,Best Directing,0,Henry V,1989-10-06,Kenneth,,Branagh
62,1990,Best Directing,0,My Left Foot,1989-02-24,Jim,,Sheridan
62,1990,Best Actor in a Leading Role,1,My Left Foot,1989-02-24,Daniel,,Day-Lewis
62,1990,Best Actor in a Leading Role,0,Henry V,1989-10-06,Kenneth,,Branagh
62,1990,Best Actor in a Leading Role,0,Born on the Fourth of July,1989-12-20,Tom,,Cruise
62,1990,Best Actor in a Leading Role,0,Driving Miss Daisy,1989-12-15,Morgan,,Freeman
62,1990,Best Actor in a Leading Role,0,Dead Poets Society,1989-06-02,Robin,,Williams
62,1990,Best Actress in a Leading Role,1,Driving Miss Daisy,1989-12-15,Jessica,,Tandy
62,1990,Best Actress in a Leading Role,0,Camille Claudel,1988-12-07,Isabelle,,Adjani
62,1990,Best Actress in a Leading Role,0,Shirley Valentine,1989-08-24,Pauline,,Collins
62,1990,Best Actress in a Leading Role,0,Music Box,1989-12-22,Jessica,,Lange
62,1990,Best Actress in a Leading Role,0,The Fabulous Baker Boys,1989-10-13,Michelle,,Pfeiffer
62,1990,Best Actor in a Supporting Role,1,Glory,1989-12-15,Denzel,,Washington
62,1990,Best Actor in a Supporting Role,0,Do the Right Thing,1989-05-19,Danny,,Aiello
62,1990,Best Actor in a Supporting Role,0,Driving Miss Daisy,1989-12-15,Dan,,Aykroyd
62,1990,Best Actor in a Supporting Role,0,A Dry White Season,1989-09-22,Marlon,,Brando
62,1990,Best Actor in a Supporting Role,0,Crimes and Misdemeanors,1989-10-13,Martin,,Landau
62,1990,Best Actress in a Supporting Role,1,My Left Foot,1989-02-24,Brenda,,Fricker
62,1990,Best Actress in a Supporting Role,0,"Enemies, A Love Story",1989-12-13,Anjelica,,Huston
62,1990,Best Actress in a Supporting Role,0,Steel Magnolias,1989-11-15,Julia,,Roberts
62,1990,Best Actress in a Supporting Role,0,Parenthood,1989-08-02,Dianne,,Wiest
62,1990,Best Writing (Screenplay Written Directly for the Screen),1,Dead Poets Society,1989-06-02,Tom,,Schulman
62,1990,Best Writing (Screenplay Written Directly for the Screen),0,Crimes and Misdemeanors,1989-10-13,Woody,,Allen
62,1990,Best Writing (Screenplay Written Directly for the Screen),0,Do the Right Thing,1989-05-19,Spike,,Lee
62,1990,Best Writing (Screenplay Written Directly for the Screen),0,"Sex, Lies, and Videotape",1989-01-20,Steven,,Soderbergh
62,1990,Best Writing (Screenplay Written Directly for the Screen),0,When Harry Met Sally...,1989-07-21,Nora,,Ephron
62,1990,Best Writing (Screenplay Based on Material from Another Medium),1,Driving Miss Daisy,1989-12-15,Oliver,,Stone
62,1990,Best Writing (Screenplay Based on Material from Another Medium),0,Born on the Fourth of July,1989-12-20,Oliver,,Stone
62,1990,Best Writing (Screenplay Based on Material from Another Medium),0,"Enemies, A Love Story",1989-12-13,Roger,L.,Simon
62,1990,Best Writing (Screenplay Based on Material from Another Medium),0,Field of Dreams,1989-05-05,Phil,Alden,Robinson
62,1990,Best Writing (Screenplay Based on Material from Another Medium),0,My Left Foot,1989-02-24,Jim,,Sheridan
62,1990,Best Foreign Language Film,1,Cinema Paradiso,1988-11-17,Giuseppe,,Tornatore
62,1990,Best Foreign Language Film,0,Camille Claudel,1988-12-07,Bruno,,Nuytten
62,1990,Best Foreign Language Film,0,Jesus of Montreal,1989-05-17,Denys,,Arcand
62,1990,Best Foreign Language Film,0,Waltzing Regitze,1989-11-17,\N,,\N
62,1990,Best Foreign Language Film,0,What Happened to Santiago,1989-11-01,Jacobo,,Morales
62,1990,Best Documentary (Feature),1,Common Threads: Stories from the Quilt,1989-01-01,Rob,,Epstein
62,1990,Best Documentary (Feature),0,Adam Clayton Powell,1989-01-01,\N,,\N
62,1990,Best Documentary (Feature),0,Crack USA: County Under Siege,1989-01-01,Bill,,Guttentag
62,1990,Best Documentary (Feature),0,For All Mankind,1989-11-01,Al,,Reinert
62,1990,Best Documentary (Feature),0,Super Chief: The Life and Legacy of Earl Warren,1989-01-01,\N,,\N
62,1990,Best Documentary (Short Subject),1,The Johnstown Flood,1989-01-01,Charles,,Guggenheim
62,1990,Best Documentary (Short Subject),0,"Fine Food, Fine Pastries, Open 6 to 9",1989-01-01,\N,,\N
62,1990,Best Documentary (Short Subject),0,Yad Vashem: Preserving the Past to Ensure the Future,1989-01-01,Ray,Errol,Fox
62,1990,Best Short Film (Live Action),1,Work Experience,1989-01-01,Robert,,Nixon
62,1990,Best Short Film (Animated),1,Balance,1989-01-01,Christoph,,Lauenstein
62,1990,Best Music (Original Score),1,The Little Mermaid,1989-11-17,Alan,,Menken
62,1990,Best Music (Original Score),0,Born on the Fourth of July,1989-12-20,John,,Williams
62,1990,Best Music (Original Score),0,The Fabulous Baker Boys,1989-10-13,Dave,,Grusin
62,1990,Best Music (Original Score),0,Field of Dreams,1989-05-05,James,,Horner
62,1990,Best Music (Original Score),0,Indiana Jones and the Last Crusade,1989-05-24,John,,Williams
62,1990,Best Music (Original Song),1,The Little Mermaid,1989-11-17,Alan,,Menken
62,1990,Best Music (Original Song),0,Chances Are,1989-03-10,Tom,,Snow
62,1990,Best Music (Original Song),0,Shirley Valentine,1989-08-24,Marvin,,Hamlisch
62,1990,Best Music (Original Song),0,Parenthood,1989-08-02,Randy,,Newman
62,1990,Best Music (Original Song),0,The Little Mermaid,1989-11-17,Alan,,Menken
62,1990,Best Sound Effects Editing,1,Indiana Jones and the Last Crusade,1989-05-24,Richard,,Hymns
62,1990,Best Sound Effects Editing,0,Black Rain,1989-09-22,Milton,,Burrow
62,1990,Best Sound Effects Editing,0,Lethal Weapon 2,1989-07-07,Robert,G.,Henderson
62,1990,Best Sound,1,Glory,1989-12-15,Donald,O.,Mitchell
62,1990,Best Sound,0,The Abyss,1989-08-09,Don,,Bassman
62,1990,Best Sound,0,Black Rain,1989-09-22,Donald,O.,Mitchell
62,1990,Best Sound,0,Born on the Fourth of July,1989-12-20,Michael,,Minkler
62,1990,Best Sound,0,Indiana Jones and the Last Crusade,1989-05-24,Ben,,Burtt
62,1990,Best Art Direction,1,Batman,1989-06-19,Anton,,Furst
62,1990,Best Art Direction,0,The Abyss,1989-08-09,Leslie,,Dilley
62,1990,Best Art Direction,0,The Adventures of Baron Munchausen,1988-12-08,Dante,,Ferretti
62,1990,Best Art Direction,0,Driving Miss Daisy,1989-12-15,Bruno,,Rubeo
62,1990,Best Art Direction,0,Glory,1989-12-15,Norman,,Garwood
62,1990,Best Cinematography,1,Glory,1989-12-15,Freddie,,Francis
62,1990,Best Cinematography,0,The Abyss,1989-08-09,Mikael,,Salomon
62,1990,Best Cinematography,0,Blaze,1989-12-13,Haskell,,Wexler
62,1990,Best Cinematography,0,Born on the Fourth of July,1989-12-20,Robert,,Richardson
62,1990,Best Cinematography,0,The Fabulous Baker Boys,1989-10-13,Michael,,Ballhaus
62,1990,Best Makeup,1,Driving Miss Daisy,1989-12-15,Manlio,,Rocchetti
62,1990,Best Makeup,0,The Adventures of Baron Munchausen,1988-12-08,Maggie,,Weston
62,1990,Best Makeup,0,Dad,1989-10-27,Dick,,Smith
62,1990,Best Costume Design,1,Henry V,1989-10-06,Phyllis,,Dalton
62,1990,Best Costume Design,0,The Adventures of Baron Munchausen,1988-12-08,Gabriella,,Pescucci
62,1990,Best Costume Design,0,Driving Miss Daisy,1989-12-15,Elizabeth,,McBride
62,1990,Best Costume Design,0,Harlem Nights,1989-11-17,Joe,I.,Tompkins
62,1990,Best Costume Design,0,Valmont,1989-11-17,Theodor,,Pi?t?k
62,1990,Best Film Editing,1,Born on the Fourth of July,1989-12-20,David,,Brenner
62,1990,Best Film Editing,0,The Bear,1988-10-19,No?lle,,Boisson
62,1990,Best Film Editing,0,Driving Miss Daisy,1989-12-15,Mark,,Warner
62,1990,Best Film Editing,0,The Fabulous Baker Boys,1989-10-13,William,,Steinkamp
62,1990,Best Film Editing,0,Glory,1989-12-15,Steven,,Rosenblum
62,1990,Best Visual Effects,1,The Abyss,1989-08-09,Dennis,,Muren
62,1990,Best Visual Effects,0,The Adventures of Baron Munchausen,1988-12-08,Richard,,Conway
62,1990,Best Visual Effects,0,Back to the Future Part II,1989-11-22,John,,Bell
63,1991,Best Picture,1,Dances With Wolves,1990-10-19,Kevin,,Costner
63,1991,Best Picture,0,Awakenings,1990-12-22,Lawrence,,Lasker
63,1991,Best Picture,0,Ghost,1990-07-13,\N,,\N
63,1991,Best Picture,0,The Godfather Part III,1990-12-20,Francis,Ford,Coppola
63,1991,Best Picture,0,GoodFellas,1990-09-09,Irwin,,Winkler
63,1991,Best Directing,1,Dances With Wolves,1990-10-19,Kevin,,Costner
63,1991,Best Directing,0,The Godfather Part III,1990-12-20,Francis,Ford,Coppola
63,1991,Best Directing,0,GoodFellas,1990-09-09,Martin,,Scorsese
63,1991,Best Directing,0,The Grifters,1990-12-07,Stephen,,Frears
63,1991,Best Directing,0,Reversal of Fortune,1990-09-12,Barbet,,Schroeder
63,1991,Best Actor in a Leading Role,1,Reversal of Fortune,1990-09-12,Jeremy,,Irons
63,1991,Best Actor in a Leading Role,0,Dances With Wolves,1990-10-19,Kevin,,Costner
63,1991,Best Actor in a Leading Role,0,Awakenings,1990-12-22,Robert,De,Niro
63,1991,Best Actor in a Leading Role,0,Cyrano de Bergerac,1990-03-28,G?rard,,Depardieu
63,1991,Best Actor in a Leading Role,0,The Field,1990-09-21,Richard,,Harris
63,1991,Best Actress in a Leading Role,1,Misery,1990-11-30,Kathy,,Bates
63,1991,Best Actress in a Leading Role,0,The Grifters,1990-12-07,Anjelica,,Huston
63,1991,Best Actress in a Leading Role,0,Pretty Woman,1990-03-23,Julia,,Roberts
63,1991,Best Actress in a Leading Role,0,Postcards from the Edge,1990-09-14,Meryl,,Streep
63,1991,Best Actress in a Leading Role,0,Mr. & Mrs. Bridge,1990-11-23,Joanne,,Woodward
63,1991,Best Actor in a Supporting Role,1,GoodFellas,1990-09-09,Joe,,Pesci
63,1991,Best Actor in a Supporting Role,0,Longtime Companion,1989-10-11,Bruce,,Davison
63,1991,Best Actor in a Supporting Role,0,The Godfather Part III,1990-12-20,Andy,,Garc?a
63,1991,Best Actor in a Supporting Role,0,Dances With Wolves,1990-10-19,Graham,,Greene
63,1991,Best Actor in a Supporting Role,0,Dick Tracy,1990-06-14,Al,,Pacino
63,1991,Best Actress in a Supporting Role,1,Ghost,1990-07-13,Whoopi,,Goldberg
63,1991,Best Actress in a Supporting Role,0,The Grifters,1990-12-07,Annette,,Bening
63,1991,Best Actress in a Supporting Role,0,GoodFellas,1990-09-09,Lorraine,,Bracco
63,1991,Best Actress in a Supporting Role,0,Wild at Heart,1990-05-19,Diane,,Ladd
63,1991,Best Actress in a Supporting Role,0,Dances With Wolves,1990-10-19,Mary,,McDonnell
63,1991,Best Writing (Screenplay Written Directly for the Screen),1,Ghost,1990-07-13,Bruce,Joel,Rubin
63,1991,Best Writing (Screenplay Written Directly for the Screen),0,Alice,1990-12-25,Woody,,Allen
63,1991,Best Writing (Screenplay Written Directly for the Screen),0,Avalon,1990-10-05,Barry,,Levinson
63,1991,Best Writing (Screenplay Written Directly for the Screen),0,Green Card,1990-12-23,Peter,,Weir
63,1991,Best Writing (Screenplay Written Directly for the Screen),0,Metropolitan,1990-01-20,Whit,,Stillman
63,1991,Best Writing (Screenplay Based on Material from Another Medium),1,Dances With Wolves,1990-10-19,Steven,,Zaillian
63,1991,Best Writing (Screenplay Based on Material from Another Medium),0,Awakenings,1990-12-22,Steven,,Zaillian
63,1991,Best Writing (Screenplay Based on Material from Another Medium),0,GoodFellas,1990-09-09,Martin,,Scorsese
63,1991,Best Writing (Screenplay Based on Material from Another Medium),0,The Grifters,1990-12-07,\N,,\N
63,1991,Best Writing (Screenplay Based on Material from Another Medium),0,Reversal of Fortune,1990-09-12,Nicholas,,Kazan
63,1991,Best Foreign Language Film,1,Journey of Hope,1990-08-01,Xavier,,Koller
63,1991,Best Foreign Language Film,0,Cyrano de Bergerac,1990-03-28,Jean-Paul,,Rappeneau
63,1991,Best Foreign Language Film,0,Ju Dou,-----,Zhang,,Yimou
63,1991,Best Foreign Language Film,0,Das schreckliche M?dchen(The Nasty Girl),1990-02-15,Michael,,Verhoeven
63,1991,Best Foreign Language Film,0,Porte aperte,1990-03-29,Gianni,,Amelio
63,1991,Best Documentary (Feature),1,American Dream,1990-10-06,Barbara,,Kopple
63,1991,Best Documentary (Feature),0,Berkeley in the Sixties,1990-09-26,\N,,\N
63,1991,Best Documentary (Feature),0,Building Bombs,1989-09-09,\N,,\N
63,1991,Best Documentary (Feature),0,Forever Activists,1990-01-01,\N,,\N
63,1991,Best Documentary (Feature),0,Waldo Salt: A Screenwriter's Journey,1990-01-01,\N,,\N
63,1991,Best Documentary (Short Subject),1,Days of Waiting,1991-01-01,Steven,,Okazaki
63,1991,Best Documentary (Short Subject),0,Burning Down Tomorrow,1990-01-01,Kit,,Thomas
